Release,Date,Position,Company,Commit_Count
3.20,2015-04-18,116,BMW,4
3.20,2015-04-18,116,Cybernetics,4
3.20,2015-04-18,116,Candela Tech.,4
3.20,2015-04-18,116,Teleca,4
3.20,2015-04-18,116,SGI,4
3.20,2015-04-18,116,Volkswagen,4
3.20,2015-04-18,125,Semihalf Embedded Systems,3
3.20,2015-04-18,125,EMC,3
3.20,2015-04-18,125,ACM,3
3.20,2015-04-18,125,Neratec Solutions AG,3
3.20,2015-04-18,125,Akamai,3
3.20,2015-04-18,125,Miracle Linux,3
3.20,2015-04-18,125,NXP,3
3.20,2015-04-18,132,DENX Software Engineering,2
3.20,2015-04-18,132,ARMadeus Systems,2
3.20,2015-04-18,132,Micron,2
3.20,2015-04-18,132,U.S. Naval Research Laboratory,2
3.20,2015-04-18,132,MEN Mikro Elektronik GmbH,2
3.20,2015-04-18,132,Xyne,2
3.20,2015-04-18,132,Xyratex,2
3.20,2015-04-18,132,Cray,2
3.20,2015-04-18,132,secunet Security Networks AG,2
3.20,2015-04-18,132,Numascale,2
3.20,2015-04-18,132,Freebox,2
3.20,2015-04-18,132,Parkeon,2
3.20,2015-04-18,132,CodeSourcery,2
3.20,2015-04-18,132,Zoho,2
3.20,2015-04-18,132,Solarflare Communications,2
3.20,2015-04-18,132,Tuxera,2
3.20,2015-04-18,148,Bluecherry,1
3.20,2015-04-18,148,ALT Linux,1
3.20,2015-04-18,148,CompuLab,1
3.20,2015-04-18,148,Eukrea Electromatique,1
3.20,2015-04-18,148,Nokia Siemens Networks,1
3.20,2015-04-18,148,XS4ALL Internet bv,1
3.20,2015-04-18,148,RuggedCom,1
3.20,2015-04-18,148,Datera,1
3.20,2015-04-18,148,Science Horizons  Inc.,1
3.20,2015-04-18,148,Eleven Musicproduction,1
3.20,2015-04-18,148,Stratus Technologies,1
3.20,2015-04-18,148,MCST,1
3.20,2015-04-18,148,Yahoo,1
3.20,2015-04-18,148,Logitech,1
3.20,2015-04-18,148,NetApp,1
3.20,2015-04-18,148,Kontron Embedded Modules,1
3.20,2015-04-18,148,Motorola,1
3.20,2015-04-18,148,Microbit,1
3.20,2015-04-18,148,objectXP,1
3.20,2015-04-18,148,General Electric,1
3.20,2015-04-18,148,KEYMILE,1
3.20,2015-04-18,148,Boeing,1
3.20,2015-04-18,148,FastMail.FM,1
3.20,2015-04-18,148,Vision Systems,1
3.20,2015-04-18,148,ESD Electronics,1
3.20,2015-04-18,148,lemonage software,1
3.20,2015-04-18,148,Mobile Devices,1
3.20,2015-04-18,148,EMS Thomas Wuensche,1
3.20,2015-04-18,148,I.T.Dev,1
3.20,2015-04-18,148,PCS Systemtechnik,1
3.20,2015-04-18,148,PetaLogix,1
3.3,2012-03-18,1,Hobbyists,1477
3.3,2012-03-18,2,Redhat,1329
3.3,2012-03-18,3,Intel,1049
3.3,2012-03-18,4,Unknown,567
3.3,2012-03-18,5,Texas Instruments,536
3.3,2012-03-18,6,Novell,500
3.3,2012-03-18,7,IBM,312
3.3,2012-03-18,8,Wolfson Microelectronics,284
3.3,2012-03-18,9,QUALCOMM,252
3.3,2012-03-18,10,Broadcom,238
3.3,2012-03-18,11,Google,211
3.3,2012-03-18,12,Oracle,205
3.3,2012-03-18,13,Linaro,199
3.3,2012-03-18,14,Samsung,179
3.3,2012-03-18,15,Consultants,167
3.3,2012-03-18,16,Renesas Electronics,158
3.3,2012-03-18,17,Academics,143
3.3,2012-03-18,18,Freescale,127
3.3,2012-03-18,19,Parallels,113
3.3,2012-03-18,20,AMD,105
3.3,2012-03-18,20,Analog Devices,105
3.3,2012-03-18,22,NVIDIA,98
3.3,2012-03-18,24,ARM,89
3.3,2012-03-18,25,Marvell,86
3.3,2012-03-18,26,Canonical,85
3.3,2012-03-18,27,ProFUSION,73
3.3,2012-03-18,28,Fujitsu,62
3.3,2012-03-18,29,Mellanox Technologies,61
3.3,2012-03-18,30,Green Turtles Technologies,60
3.3,2012-03-18,31,QLogic,54
3.3,2012-03-18,32,ST-Ericsson,53
3.3,2012-03-18,33,Code Aurora Forum,51
3.3,2012-03-18,34,Linux Foundation,50
3.3,2012-03-18,35,Microsoft,48
3.3,2012-03-18,36,Cisco,43
3.3,2012-03-18,37,Linutronix,41
3.3,2012-03-18,38,Pengutronix,38
3.3,2012-03-18,39,Ericsson,36
3.3,2012-03-18,40,Lundinova AB,35
3.3,2012-03-18,41,Vyatta,33
3.3,2012-03-18,42,Emulex,32
3.3,2012-03-18,42,MathEmbedded Consulting,32
3.3,2012-03-18,44,Citrix,30
3.3,2012-03-18,45,Ideas on board,29
3.3,2012-03-18,46,EfficiOS Inc.,28
3.3,2012-03-18,47,NetApp,27
3.3,2012-03-18,47,Astaro,27
3.3,2012-03-18,47,ST Microelectronics,27
3.3,2012-03-18,50,General Electric,26
3.3,2012-03-18,51,Calxeda,22
3.3,2012-03-18,51,NTT,22
3.3,2012-03-18,51,AudioScience,22
3.3,2012-03-18,54,OpenWrt,21
3.3,2012-03-18,55,Nokia,19
3.3,2012-03-18,55,Solarflare Communications,19
3.3,2012-03-18,55,Cavium,19
3.3,2012-03-18,55,STRATO,19
3.3,2012-03-18,59,EMC,18
3.3,2012-03-18,59,RisingTide Systems,18
3.3,2012-03-18,59,PetaLogix,18
3.3,2012-03-18,62,Atmel,17
3.3,2012-03-18,62,NetLogic Microsystems,17
3.3,2012-03-18,62,Vodafone,17
3.3,2012-03-18,65,LSI,16
3.3,2012-03-18,66,Cozybit,15
3.3,2012-03-18,66,Rowland Institute  Harvard,15
3.3,2012-03-18,66,Apple,15
3.3,2012-03-18,69,Hitachi,14
3.3,2012-03-18,69,Siemens,14
3.3,2012-03-18,69,KARO,14
3.3,2012-03-18,72,Atomide,13
3.3,2012-03-18,73,HP,12
3.3,2012-03-18,73,PIKA Technologies,12
3.3,2012-03-18,75,SGI,11
3.3,2012-03-18,76,US National Security Agency,10
3.3,2012-03-18,76,ENAC,10
3.3,2012-03-18,76,MontaVista,10
3.3,2012-03-18,76,Boeing,10
3.3,2012-03-18,76,Freebox,10
3.3,2012-03-18,81,Tieto,9
3.3,2012-03-18,81,Nicira Networks,9
3.3,2012-03-18,81,New Dream Network,9
3.3,2012-03-18,84,DiBcom,8
3.3,2012-03-18,84,CompuLab,8
3.3,2012-03-18,86,Secret Lab,7
3.3,2012-03-18,86,KPIT Cummins,7
3.3,2012-03-18,86,Brocade,7
3.3,2012-03-18,86,Tao Bao,7
3.3,2012-03-18,86,NEC,7
3.3,2012-03-18,86,Panasas,7
3.3,2012-03-18,86,LG Electonics,7
3.3,2012-03-18,86,DreamHost,7
3.3,2012-03-18,95,Lapis Semiconductor,6
3.3,2012-03-18,95,XMission,6
3.3,2012-03-18,95,Debian,6
3.3,2012-03-18,95,Philosys Software,6
3.3,2012-03-18,99,Candela Tech.,5
3.3,2012-03-18,99,SYS TEC electronic GmbH,5
3.3,2012-03-18,99,CSR,5
3.3,2012-03-18,99,DTI2,5
3.3,2012-03-18,99,ACM,5
3.3,2012-03-18,99,GNU,5
3.3,2012-03-18,99,Alcatel-Lucent,5
3.3,2012-03-18,99,Numascale,5
3.3,2012-03-18,99,VMWare,5
3.3,2012-03-18,99,Vista-Silicon  S.L.,5
3.3,2012-03-18,99,IVITERA a.s.,5
3.3,2012-03-18,99,Free Electrons,5
3.3,2012-03-18,99,Tuxera,5
3.3,2012-03-18,112,Micron,4
3.3,2012-03-18,112,Nokia Siemens Networks,4
3.3,2012-03-18,112,Neratec Solutions AG,4
3.3,2012-03-18,112,SIMTEC,4
3.3,2012-03-18,112,CERN,4
3.3,2012-03-18,112,Imagination Technologies,4
3.3,2012-03-18,112,Tencent,4
3.3,2012-03-18,112,Trend Micro,4
3.3,2012-03-18,112,CC Computer Consultants,4
3.3,2012-03-18,112,Tilera,4
3.3,2012-03-18,112,DENX Software Engineering,4
3.3,2012-03-18,112,OMICRON electronics,4
3.3,2012-03-18,112,KFKI Research Institute,4
3.3,2012-03-18,125,Sensoray,3
3.3,2012-03-18,125,Collabora Multimedia,3
3.3,2012-03-18,125,Etersoft,3
3.3,2012-03-18,125,secunet Security Networks AG,3
3.3,2012-03-18,125,EmCraft Systems,3
3.3,2012-03-18,125,Avionic Design Development GmbH,3
3.3,2012-03-18,125,Wacom,3
3.3,2012-03-18,125,IDT,3
3.3,2012-03-18,125,Elbrys Networks,3
3.3,2012-03-18,125,Fixstars Technologies,3
3.3,2012-03-18,125,Eleven Musicproduction,3
3.3,2012-03-18,125,Transmode Systems,3
3.3,2012-03-18,125,PHYTEC,3
3.3,2012-03-18,125,South Pole AB,3
3.3,2012-03-18,139,Barco,2
3.3,2012-03-18,139,Tk Open Systems,2
3.3,2012-03-18,139,Cirrus Logic,2
3.3,2012-03-18,139,Realtek,2
3.3,2012-03-18,139,ENEA AB,2
3.3,2012-03-18,139,AMA Capital,2
3.3,2012-03-18,139,NIIF Institute,2
3.3,2012-03-18,139,Facebook,2
3.3,2012-03-18,139,Open Nandra,2
3.3,2012-03-18,139,Vision Systems,2
3.3,2012-03-18,139,Openwall,2
3.3,2012-03-18,139,OLPC,2
3.3,2012-03-18,139,PARROT S.A.,2
3.3,2012-03-18,139,Kedacom,2
3.3,2012-03-18,139,Open Kernel Labs,2
3.3,2012-03-18,139,ZTE,2
3.3,2012-03-18,139,Chelsio,2
3.3,2012-03-18,156,Qtechnology,1
3.3,2012-03-18,156,Software Systems,1
3.3,2012-03-18,156,AOL,1
3.3,2012-03-18,156,Micrel  Inc.,1
3.3,2012-03-18,156,U.S. Naval Research Laboratory,1
3.3,2012-03-18,156,Bluegiga,1
3.3,2012-03-18,156,Applied Micro,1
3.3,2012-03-18,156,Corscience GmbH & Co.,1
3.3,2012-03-18,156,Einfochips,1
3.3,2012-03-18,156,Bosch,1
3.3,2012-03-18,156,Solid Boot,1
3.3,2012-03-18,156,Sentelic,1
3.3,2012-03-18,156,AXIS,1
3.3,2012-03-18,156,Atos,1
3.3,2012-03-18,156,ARMadeus Systems,1
3.3,2012-03-18,156,Evidence Srl,1
3.3,2012-03-18,156,Lemote,1
3.3,2012-03-18,156,LWN,1
3.3,2012-03-18,156,SigFox,1
3.3,2012-03-18,156,Jotron,1
3.3,2012-03-18,156,protonic holland,1
3.3,2012-03-18,156,Extreme Engineering Solutions,1
3.3,2012-03-18,156,MCST,1
3.3,2012-03-18,156,RGM Advisors  LLC.,1
3.3,2012-03-18,156,Geomatys,1
3.3,2012-03-18,156,Eukrea Electromatique,1
3.3,2012-03-18,156,OKI SEMICONDUCTOR,1
3.3,2012-03-18,156,ARISTA,1
3.3,2012-03-18,156,VSR,1
3.3,2012-03-18,156,Synopsys,1
3.3,2012-03-18,156,ComX Networks,1
3.3,2012-03-18,156,Katalix Systems,1
3.3,2012-03-18,156,Fraunhofer FOKUS,1
3.3,2012-03-18,156,Savoir-faire Linux,1
3.3,2012-03-18,156,Weinmann Medical Technology,1
3.3,2012-03-18,156,PEAK-System,1
3.3,2012-03-18,156,HuaWei,1
3.3,2012-03-18,156,VA LINUX,1
3.3,2012-03-18,156,VIA Technologies  Inc.,1
3.3,2012-03-18,156,Substantiel,1
3.3,2012-03-18,156,Toshiba Computer,1
3.3,2012-03-18,156,Virtual Computer,1
3.3,2012-03-18,156,BMW,1
3.3,2012-03-18,156,Volkswagen,1
3.3,2012-03-18,156,NSYSU,1
3.3,2012-03-18,156,University of Cambridge,1
3.3,2012-03-18,156,Netservers Ltd.,1
3.3,2012-03-18,156,Hansen Partnership,1
3.3,2012-03-18,156,Viprinet,1
3.3,2012-03-18,156,Green Communications,1
3.3,2012-03-18,156,Sophos,1
3.3,2012-03-18,156,CodeSourcery,1
3.4,2012-05-20,1,Intel,1383
3.4,2012-05-20,2,Hobbyists,1341
3.4,2012-05-20,3,Redhat,984
3.4,2012-05-20,4,Unknown,558
3.4,2012-05-20,5,Texas Instruments,499
3.4,2012-05-20,6,Novell,433
3.4,2012-05-20,7,IBM,314
3.4,2012-05-20,8,Linaro,297
3.4,2012-05-20,9,Wolfson Microelectronics,289
3.4,2012-05-20,10,Consultants,264
3.4,2012-05-20,11,Oracle,241
3.4,2012-05-20,12,Samsung,209
3.4,2012-05-20,13,Google,203
3.4,2012-05-20,14,QUALCOMM,162
3.4,2012-05-20,15,Freescale,148
3.4,2012-05-20,16,NVIDIA,142
3.4,2012-05-20,16,Broadcom,142
3.4,2012-05-20,18,NetApp,133
3.4,2012-05-20,19,Parallels,132
3.4,2012-05-20,19,AMD,132
3.4,2012-05-20,21,Ericsson,128
3.4,2012-05-20,22,Academics,112
3.4,2012-05-20,23,Linux Foundation,111
3.4,2012-05-20,24,Renesas Electronics,108
3.4,2012-05-20,25,Canonical,93
3.4,2012-05-20,26,QLogic,80
3.4,2012-05-20,27,Solarflare Communications,77
3.4,2012-05-20,28,Linutronix,73
3.4,2012-05-20,29,ST Microelectronics,72
3.4,2012-05-20,30,Analog Devices,71
3.4,2012-05-20,31,Ideas on board,70
3.4,2012-05-20,32,Pengutronix,68
3.4,2012-05-20,33,Marvell,67
3.4,2012-05-20,34,ARM,64
3.4,2012-05-20,35,ST-Ericsson,61
3.4,2012-05-20,35,DreamHost,61
3.4,2012-05-20,37,Calxeda,54
3.4,2012-05-20,38,Atmel,53
3.4,2012-05-20,39,Nokia,50
3.4,2012-05-20,40,Cisco,49
3.4,2012-05-20,40,Tilera,49
3.4,2012-05-20,42,Secret Lab,46
3.4,2012-05-20,44,Vista-Silicon  S.L.,41
3.4,2012-05-20,44,XMission,41
3.4,2012-05-20,44,Emulex,41
3.4,2012-05-20,47,Fujitsu,39
3.4,2012-05-20,48,OpenWrt,38
3.4,2012-05-20,49,Microsoft,33
3.4,2012-05-20,49,Rowland Institute  Harvard,33
3.4,2012-05-20,49,Atomide,33
3.4,2012-05-20,52,Mellanox Technologies,31
3.4,2012-05-20,53,Philosys Software,30
3.4,2012-05-20,54,igalia,29
3.4,2012-05-20,55,Code Aurora Forum,26
3.4,2012-05-20,56,RisingTide Systems,24
3.4,2012-05-20,57,LG Electonics,23
3.4,2012-05-20,57,PetaLogix,23
3.4,2012-05-20,59,Apple,22
3.4,2012-05-20,59,General Electric,22
3.4,2012-05-20,59,HP,22
3.4,2012-05-20,59,Candela Tech.,22
3.4,2012-05-20,63,NTT,19
3.4,2012-05-20,64,DENX Software Engineering,17
3.4,2012-05-20,64,STRATO,17
3.4,2012-05-20,66,NEC,16
3.4,2012-05-20,67,Hitachi,15
3.4,2012-05-20,67,Citrix,15
3.4,2012-05-20,67,Etersoft,15
3.4,2012-05-20,70,Fixstars Technologies,14
3.4,2012-05-20,70,Ozmo,14
3.4,2012-05-20,72,VMWare,13
3.4,2012-05-20,73,Tieto,12
3.4,2012-05-20,74,Open Kernel Labs,11
3.4,2012-05-20,74,ProFUSION,11
3.4,2012-05-20,74,Brocade,11
3.4,2012-05-20,74,ENAC,11
3.4,2012-05-20,79,Kedacom,10
3.4,2012-05-20,79,MontaVista,10
3.4,2012-05-20,79,secunet Security Networks AG,10
3.4,2012-05-20,82,Lundinova AB,9
3.4,2012-05-20,82,Cozybit,9
3.4,2012-05-20,82,Siemens,9
3.4,2012-05-20,82,Micron,9
3.4,2012-05-20,82,System Fabric Works,9
3.4,2012-05-20,87,Vyatta,8
3.4,2012-05-20,87,Astaro,8
3.4,2012-05-20,87,SONY,8
3.4,2012-05-20,87,MEV Limited,8
3.4,2012-05-20,87,Synopsys,8
3.4,2012-05-20,87,LWN,8
3.4,2012-05-20,93,Tonian Systems Inc.,7
3.4,2012-05-20,93,Boeing,7
3.4,2012-05-20,93,SYS TEC electronic GmbH,7
3.4,2012-05-20,93,Shawell,7
3.4,2012-05-20,97,Cavium,6
3.4,2012-05-20,97,Zoho,6
3.4,2012-05-20,97,OMICRON electronics,6
3.4,2012-05-20,97,OLPC,6
3.4,2012-05-20,97,PEAK-System,6
3.4,2012-05-20,97,KFKI Research Institute,6
3.4,2012-05-20,97,HuaWei,6
3.4,2012-05-20,104,Open Grid Computing,5
3.4,2012-05-20,104,SGI,5
3.4,2012-05-20,104,Tao Bao,5
3.4,2012-05-20,104,MediaTek,5
3.4,2012-05-20,104,KPIT Cummins,5
3.4,2012-05-20,104,Applied Micro,5
3.4,2012-05-20,110,Jotron,4
3.4,2012-05-20,110,KARO,4
3.4,2012-05-20,110,South Pole AB,4
3.4,2012-05-20,110,GNU,4
3.4,2012-05-20,110,Avionic Design Development GmbH,4
3.4,2012-05-20,110,Vodafone,4
3.4,2012-05-20,110,EmCraft Systems,4
3.4,2012-05-20,110,CompuLab,4
3.4,2012-05-20,110,CC Computer Consultants,4
3.4,2012-05-20,110,Fraunhofer FOKUS,4
3.4,2012-05-20,110,Panasas,4
3.4,2012-05-20,110,Numascale,4
3.4,2012-05-20,110,Nicira Networks,4
3.4,2012-05-20,110,NewsGuy,4
3.4,2012-05-20,110,Transmode Systems,4
3.4,2012-05-20,125,Wacom,3
3.4,2012-05-20,125,Collabora Multimedia,3
3.4,2012-05-20,125,Alcatel-Lucent,3
3.4,2012-05-20,125,Elbrys Networks,3
3.4,2012-05-20,125,Xyratex,3
3.4,2012-05-20,125,IDT,3
3.4,2012-05-20,125,TQ-Systems,3
3.4,2012-05-20,125,LSI,3
3.4,2012-05-20,125,CSR,3
3.4,2012-05-20,125,Imagination Technologies,3
3.4,2012-05-20,125,Flytronic,3
3.4,2012-05-20,125,Fusion-io,3
3.4,2012-05-20,125,Sphere Systems,3
3.4,2012-05-20,125,Sentelic,3
3.4,2012-05-20,125,VA LINUX,3
3.4,2012-05-20,125,EMC,3
3.4,2012-05-20,142,Green Communications,2
3.4,2012-05-20,142,DSP Group,2
3.4,2012-05-20,142,Barco,2
3.4,2012-05-20,142,Virtual Computer,2
3.4,2012-05-20,142,Chelsio,2
3.4,2012-05-20,142,Whamcloud Inc.,2
3.4,2012-05-20,142,Vision Systems,2
3.4,2012-05-20,142,Corscience GmbH & Co.,2
3.4,2012-05-20,142,Debian,2
3.4,2012-05-20,142,Bitmer,2
3.4,2012-05-20,142,NetLogic Microsystems,2
3.4,2012-05-20,142,ACM,2
3.4,2012-05-20,142,Free Electrons,2
3.4,2012-05-20,142,Plugable,2
3.4,2012-05-20,142,MEPROLIGHT,2
3.4,2012-05-20,142,LiPPERT Embedded Computers GmbH,2
3.4,2012-05-20,142,RiverBed,2
3.4,2012-05-20,142,US National Security Agency,2
3.4,2012-05-20,142,Animal Creek Technologies,2
3.4,2012-05-20,142,Ohmu,2
3.4,2012-05-20,142,Viprinet,2
3.4,2012-05-20,142,Openwall,2
3.4,2012-05-20,142,Katalix Systems,2
3.4,2012-05-20,142,Eukrea Electromatique,2
3.4,2012-05-20,142,Tencent,2
3.4,2012-05-20,167,ALT Linux,1
3.4,2012-05-20,167,MathEmbedded Consulting,1
3.4,2012-05-20,167,Logitech,1
3.4,2012-05-20,167,Navico,1
3.4,2012-05-20,167,IXXAT,1
3.4,2012-05-20,167,Bluegiga,1
3.4,2012-05-20,167,ScaleMP,1
3.4,2012-05-20,167,BMW,1
3.4,2012-05-20,167,Intra2net AG,1
3.4,2012-05-20,167,Nexenta,1
3.4,2012-05-20,167,Saunalahti.fi,1
3.4,2012-05-20,167,PMC-Sierra,1
3.4,2012-05-20,167,DataArt,1
3.4,2012-05-20,167,Scientia,1
3.4,2012-05-20,167,Bosch,1
3.4,2012-05-20,167,KEYMILE,1
3.4,2012-05-20,167,Neratec Solutions AG,1
3.4,2012-05-20,167,Pardus Linux,1
3.4,2012-05-20,167,IVITERA a.s.,1
3.4,2012-05-20,167,Motorola,1
3.4,2012-05-20,167,FlatFrog,1
3.4,2012-05-20,167,AVAT,1
3.4,2012-05-20,167,Mobile Devices,1
3.4,2012-05-20,167,Eck­el­mann,1
3.4,2012-05-20,167,AXIS,1
3.4,2012-05-20,167,protonic holland,1
3.4,2012-05-20,167,ONELAN,1
3.4,2012-05-20,167,OSADL,1
3.4,2012-05-20,167,Amazon,1
3.4,2012-05-20,167,Svep Design Center,1
3.4,2012-05-20,167,CalvaEDI,1
3.4,2012-05-20,167,IXIA,1
3.4,2012-05-20,167,m-privacy,1
3.4,2012-05-20,167,bct electronic,1
3.4,2012-05-20,167,PARROT S.A.,1
3.4,2012-05-20,167,CodeSourcery,1
3.4,2012-05-20,167,DELL,1
3.4,2012-05-20,167,AudioScience,1
3.4,2012-05-20,167,Substantiel,1
3.4,2012-05-20,167,Three-Speed Logic,1
3.4,2012-05-20,167,Kontron Embedded Modules,1
3.4,2012-05-20,167,EfficiOS Inc.,1
3.4,2012-05-20,167,Open Nandra,1
3.4,2012-05-20,167,O.S. Systems Software Ltda.,1
3.4,2012-05-20,167,Tk Open Systems,1
3.4,2012-05-20,167,Trend Micro,1
3.4,2012-05-20,167,Raritan,1
3.4,2012-05-20,167,6WIND,1
3.4,2012-05-20,167,Cirrus Logic,1
3.4,2012-05-20,167,EXOSEC,1
3.5,2012-07-21,1,Hobbyists,1537
3.5,2012-07-21,2,Intel,1223
3.5,2012-07-21,3,Redhat,1108
3.5,2012-07-21,4,Unknown,616
3.5,2012-07-21,5,Novell,489
3.5,2012-07-21,6,Linaro,457
3.5,2012-07-21,7,Texas Instruments,373
3.5,2012-07-21,8,Linux Foundation,279
3.5,2012-07-21,9,Google,261
3.5,2012-07-21,10,IBM,260
3.5,2012-07-21,11,Samsung,248
3.5,2012-07-21,12,Renesas Electronics,232
3.5,2012-07-21,13,NVIDIA,194
3.5,2012-07-21,14,Wolfson Microelectronics,188
3.5,2012-07-21,15,Oracle,186
3.5,2012-07-21,16,NetApp,153
3.5,2012-07-21,18,Consultants,126
3.5,2012-07-21,19,QUALCOMM,121
3.5,2012-07-21,19,Linutronix,121
3.5,2012-07-21,21,Academics,114
3.5,2012-07-21,22,Cisco,105
3.5,2012-07-21,22,Parallels,105
3.5,2012-07-21,24,ST Microelectronics,101
3.5,2012-07-21,25,Analog Devices,100
3.5,2012-07-21,26,Pengutronix,89
3.5,2012-07-21,27,AMD,86
3.5,2012-07-21,28,Freescale,84
3.5,2012-07-21,29,Marvell,78
3.5,2012-07-21,30,XMission,73
3.5,2012-07-21,31,Emulex,64
3.5,2012-07-21,31,LinBit,64
3.5,2012-07-21,33,Broadcom,63
3.5,2012-07-21,33,Code Aurora Forum,63
3.5,2012-07-21,35,OpenWrt,60
3.5,2012-07-21,36,Canonical,58
3.5,2012-07-21,37,Ideas on board,54
3.5,2012-07-21,38,Mellanox Technologies,44
3.5,2012-07-21,38,ST-Ericsson,44
3.5,2012-07-21,40,STRATO,42
3.5,2012-07-21,41,Fujitsu,41
3.5,2012-07-21,42,LG Electonics,40
3.5,2012-07-21,43,OMICRON electronics,38
3.5,2012-07-21,43,Inktank,38
3.5,2012-07-21,45,Nokia,35
3.5,2012-07-21,45,QLogic,35
3.5,2012-07-21,47,Atmel,34
3.5,2012-07-21,48,Philosys Software,33
3.5,2012-07-21,49,Cozybit,30
3.5,2012-07-21,49,ARM,30
3.5,2012-07-21,51,Vodafone,29
3.5,2012-07-21,52,Lundinova AB,27
3.5,2012-07-21,53,General Electric,25
3.5,2012-07-21,54,HP,23
3.5,2012-07-21,55,Cavium,22
3.5,2012-07-21,55,Siemens,22
3.5,2012-07-21,55,igalia,22
3.5,2012-07-21,55,Tilera,22
3.5,2012-07-21,59,Ericsson,20
3.5,2012-07-21,60,MEV Limited,17
3.5,2012-07-21,60,Atomide,17
3.5,2012-07-21,62,Rowland Institute  Harvard,15
3.5,2012-07-21,63,LSI,14
3.5,2012-07-21,64,Candela Tech.,13
3.5,2012-07-21,64,DENX Software Engineering,13
3.5,2012-07-21,64,Katalix Systems,13
3.5,2012-07-21,67,Brocade,12
3.5,2012-07-21,67,Imagination Technologies,12
3.5,2012-07-21,67,Eukrea Electromatique,12
3.5,2012-07-21,67,Micron,12
3.5,2012-07-21,71,Etersoft,11
3.5,2012-07-21,71,Chelsio,11
3.5,2012-07-21,73,NTT,10
3.5,2012-07-21,73,RisingTide Systems,10
3.5,2012-07-21,73,Fusion-io,10
3.5,2012-07-21,73,Panasas,10
3.5,2012-07-21,77,KPIT Cummins,9
3.5,2012-07-21,77,Wacom,9
3.5,2012-07-21,77,Kedacom,9
3.5,2012-07-21,77,Free Electrons,9
3.5,2012-07-21,82,Vista-Silicon  S.L.,8
3.5,2012-07-21,82,Vyatta,8
3.5,2012-07-21,82,Tieto,8
3.5,2012-07-21,82,SGI,8
3.5,2012-07-21,82,Solarflare Communications,8
3.5,2012-07-21,82,NewsGuy,8
3.5,2012-07-21,82,SlimLogic Ltd,8
3.5,2012-07-21,82,Tao Bao,8
3.5,2012-07-21,90,Calxeda,7
3.5,2012-07-21,90,DreamHost,7
3.5,2012-07-21,90,Neratec Solutions AG,7
3.5,2012-07-21,90,Realtek,7
3.5,2012-07-21,90,South Pole AB,7
3.5,2012-07-21,95,Cirrus Logic,6
3.5,2012-07-21,95,AXIS,6
3.5,2012-07-21,95,Microsoft,6
3.5,2012-07-21,95,Secret Lab,6
3.5,2012-07-21,95,NEC,6
3.5,2012-07-21,95,Barco,6
3.5,2012-07-21,95,Astaro,6
3.5,2012-07-21,102,Avionic Design Development GmbH,5
3.5,2012-07-21,102,Facebook,5
3.5,2012-07-21,102,CSR,5
3.5,2012-07-21,102,Citrix,5
3.5,2012-07-21,102,Sphere Systems,5
3.5,2012-07-21,107,AMA Capital,4
3.5,2012-07-21,107,Tencent,4
3.5,2012-07-21,107,Substantiel,4
3.5,2012-07-21,107,Apple,4
3.5,2012-07-21,107,MontaVista,4
3.5,2012-07-21,107,ScaleMP,4
3.5,2012-07-21,107,SONY,4
3.5,2012-07-21,107,Hitachi,4
3.5,2012-07-21,107,SYS TEC electronic GmbH,4
3.5,2012-07-21,107,HuaWei,4
3.5,2012-07-21,117,OSADL,3
3.5,2012-07-21,117,Fixstars Technologies,3
3.5,2012-07-21,117,RapidRollout,3
3.5,2012-07-21,117,Unixphere AB,3
3.5,2012-07-21,117,Extreme Engineering Solutions,3
3.5,2012-07-21,117,Synopsys,3
3.5,2012-07-21,117,Shawell,3
3.5,2012-07-21,117,Open Grid Computing,3
3.5,2012-07-21,117,BMW,3
3.5,2012-07-21,117,Collabora Multimedia,3
3.5,2012-07-21,117,PARROT S.A.,3
3.5,2012-07-21,117,VMWare,3
3.5,2012-07-21,129,GNU,2
3.5,2012-07-21,129,Ozmo,2
3.5,2012-07-21,129,Matrox,2
3.5,2012-07-21,129,MCST,2
3.5,2012-07-21,129,Corscience GmbH & Co.,2
3.5,2012-07-21,129,bct electronic,2
3.5,2012-07-21,129,CC Computer Consultants,2
3.5,2012-07-21,129,Mentor Graphics,2
3.5,2012-07-21,129,KARO,2
3.5,2012-07-21,129,Applied Micro,2
3.5,2012-07-21,129,Weinmann Medical Technology,2
3.5,2012-07-21,129,Debian,2
3.5,2012-07-21,129,Animal Creek Technologies,2
3.5,2012-07-21,129,CompuLab,2
3.5,2012-07-21,129,ENAC,2
3.5,2012-07-21,129,Bitmer,2
3.5,2012-07-21,129,MediaTek,2
3.5,2012-07-21,129,KFKI Research Institute,2
3.5,2012-07-21,129,Nicira Networks,2
3.5,2012-07-21,129,IDT,2
3.5,2012-07-21,129,DELL,2
3.5,2012-07-21,129,NetLogic Microsystems,2
3.5,2012-07-21,152,RealVNC Limited,1
3.5,2012-07-21,152,Virtual Open Systems,1
3.5,2012-07-21,152,Volkswagen,1
3.5,2012-07-21,152,Reveal,1
3.5,2012-07-21,152,Open Kernel Labs,1
3.5,2012-07-21,152,IXIA,1
3.5,2012-07-21,152,MEPROLIGHT,1
3.5,2012-07-21,152,Overkiz,1
3.5,2012-07-21,152,PHYTEC,1
3.5,2012-07-21,152,TekSavvy Solutions Inc.,1
3.5,2012-07-21,152,Delmic,1
